id,name,state,district,latitude,longitude,area_coverage,altitude,description,source,submitted_at,user
843,Avikkarakshetram,Kerala,Kozhikode,11.669317,75.552617,8.0,,,approved,,
844,Balathil Bhagavathy Temple,Kerala,Kannur,11.776933,75.487767,10.0,,,approved,,
845,Chirakkakavu Bhagavathy Temple,Kerala,Kannur,11.769617,75.477000,30.0,,,approved,,
846,Kuzhippangadu Sreebhagavathy Temple,Kerala,Kannur,11.756767,75.498850,7.0,,,approved,,
847,Moral Bhagavathy Temple,Kerala,Kannur,11.759683,75.502633,10.0,,,approved,,
848,Nichura Nagabhagavathy Temple,Kerala,Kannur,11.746083,75.517967,50.0,,,approved,,
849,Mundarathuparambu Nagam,Kerala,Kannur,11.749400,75.501000,8.0,,,approved,,
850,Bhagavathy Temple,Kerala,Kannur,11.746083,75.517950,40.0,,,approved,,
851,Moothakoiloth Bhagavathy Temple,Kerala,Kannur,11.728717,75.517583,30.0,,,approved,,
852,Karingal Temple,Kerala,Kannur,11.732917,75.523517,50.0,,,approved,,
853,Thrikaikkal Siva Temple,Kerala,Kannur,11.745500,75.536483,15.0,,,approved,,
854,Punnolakandy Bhagavathy Temple,Kerala,Kannur,11.740333,75.537100,20.0,,,approved,,
855,Parayilkoolom Bhagavathy Temple,Kerala,Kannur,11.734000,75.521967,15.0,,,approved,,
856,Kuzhumayil Pullikarimkali Bhagavathy Temple,Kerala,Kannur,11.739350,75.540600,15.0,,,approved,,
857,Meluru Sree Siva Temple,Kerala,Kannur,11.807133,75.467350,20.0,,,approved,,
858,Mullapram Bhagavathy Temple,Kerala,Kannur,11.797600,75.476167,10.0,,,approved,,
859,Andallurkavu,Kerala,Kannur,11.794333,75.477333,10.0,,,approved,,
860,Melothu Ayyappa Temple,Kerala,Kannur,11.799617,75.454267,12.0,,,approved,,
861,Mrithynjaya Mahadeva Temple,Kerala,Kannur,11.800017,75.454217,10.0,,,approved,,
862,Mrithynjaya Mahadeva Temple,Kerala,Kannur,11.799267,75.471383,20.0,,,approved,,
863,Sree Bhagavathi Temple,Kerala,Kannur,11.804000,75.458600,15.0,,,approved,,
864,Manikkothu Nagasthanam,Kerala,Kannur,11.803233,75.457467,10.0,,,approved,,
865,Thethon Kunnumpuram Porkali Bhagavathi Shetram,Kerala,Kannur,11.801050,75.457400,10.0,,,approved,,
866,Chakyaram Veedu Nagasthanam,Kerala,Kannur,11.801650,75.457717,10.0,,,approved,,
867,Kadavu Devi Temple,Kerala,Kannur,11.799617,75.455333,20.0,,,approved,,
868,Attadappa Maniyambath Sree Muthappan Shetram,Kerala,Kannur,11.863333,75.432967,25.0,,,approved,,
869,Parambil Nagakkotta,Kerala,Kannur,11.861050,75.429633,12.0,,,approved,,
870,Kanothu Kavu,Kerala,Kannur,11.844317,75.412117,50.0,,,approved,,
871,Sree Thoniyottukavu Sree Kurumba Bhagavathi Shetram,Kerala,Kannur,11.851483,75.414367,6.0,,,approved,,
872,Oorppazhachikavu,Kerala,Kannur,11.824967,75.435417,200.0,,,approved,,
873,Puthukudiyil Nagakotta,Kerala,Kannur,11.858750,75.430867,10.0,,,approved,,
874,Poovalambethu Kotta,Kerala,Kannur,11.862017,75.435200,10.0,,,approved,,
875,Sree Muchilot Bhagavathy kshethram,Kerala,Kannur,11.873700,75.436483,7.0,,,approved,,
876,Kalathil kavu,Kerala,Kannur,11.898667,75.354417,10.0,,,approved,,
877,Puzhathi Muthappan Kavu,Kerala,Kannur,11.928767,75.368750,6.0,,,approved,,
878,Kundanchal Swami Madam,Kerala,kunnur,11.913867,75.374067,100.0,,,approved,,
879,Kottakunnu Sree Puthiya Bhagavathi Temple,Kerala,kunnur,11.930183,75.368233,15.0,,,approved,,
880,Gulikan Nagasthanam,Kerala,kunnur,11.916950,75.348033,30.0,,,approved,,
881,Kattingal Guha Nagasthanam,Kerala,kunnur,11.916500,75.349000,10.0,,,approved,,
882,Kulangada Nagasthanam,Kerala,kunnur,11.917883,75.349267,6.0,,,approved,,
883,Chengulathu Kotta,Kerala,kunnur,11.923033,75.350383,15.0,,,approved,,
884,Thazheppura Nagasthanam,Kerala,kunnur,11.922933,75.365133,10.0,,,approved,,
885,Kunnavil Bhagavathi Shetram,Kerala,kunnur,11.898033,75.352850,10.0,,,approved,,
886,Kayyalakkakathu Mariyaman Aruda Sthanam,Kerala,kunnur,11.898150,75.345383,50.0,,,approved,,
887,Chamundikottam,Kerala,kunnur,11.911250,75.355433,5.0,,,approved,,
888,Mangalattu Nagasthanam,Kerala,kunnur,11.895550,75.362500,10.0,,,approved,,
889,Sree Kurmba Bhagavathi Shetram,Kerala,kunnur,11.893383,75.365833,9.0,,,approved,,
890,Thadathil Sree Kurumba Bhagavathi Shetram,Kerala,kunnur,11.893517,75.366050,10.0,,,approved,,
891,Puthiyapurayil Bhagavathi Shetram,Kerala,kunnur,11.894400,75.364717,8.0,,,approved,,
892,Mamboyil Tharavadu Devasthanam,Kerala,kunnur,11.900267,75.361550,8.0,,,approved,,
893,Vengilottillam Nagasthanam,Kerala,kunnur,11.882900,75.349867,8.0,,,approved,,
894,Kuttyeri Ambalam Nagasthanam,Kerala,kunnur,11.882450,75.358117,15.0,,,approved,,
895,Vellattinkara Nagasthanam,Kerala,kunnur,11.881300,75.357567,10.0,,,approved,,
896,Kunnumpurathu Nagasthanam,Kerala,kunnur,11.881133,75.358050,8.0,,,approved,,
897,Kunnathu Bhavoor Karinkali Temple,Kerala,kunnur,11.883633,75.359800,15.0,,,approved,,
898,Eranjiyin Keezhil Bhagavathi Temple,Kerala,kunnur,11.877217,75.403517,30.0,,,approved,,
899,Mundayad Sree Pulli Vettakkoru Makan Arooda Temple,Kerala,kunnur,11.876867,75.410983,100.0,,,approved,,
900,Thalikavu Bhagavathi Temple,Kerala,kunnur,11.873517,75.361717,10.0,,,approved,,
901,Sree Chothiyodu Kavu,Kerala,kunnur,11.886117,75.363000,10.0,,,approved,,
902,Kanakthur Sree Kurumba Kavu,Kerala,kunnur,11.862167,75.361117,20.0,,,approved,,
903,Pambadi Kavu,Kerala,kunnur,11.940750,75.307533,10.0,,,approved,,
904,Kulathil Sree Puthiya Bhagavathi Shetram,Kerala,kunnur,11.921250,75.319650,15.0,,,approved,,
905,Arippakkavu,Kerala,kunnur,11.926383,75.315067,10.0,,,approved,,
906,Sree Parayangattu Shetram,Kerala,kunnur,11.912767,75.337783,7.0,,,approved,,
907,Sree Parayangattu Shetram,Kerala,kunnur,11.912717,75.338200,7.0,,,approved,,
908,Pazhayapurayil Nagam,Kerala,kunnur,11.909333,75.325933,12.0,,,approved,,
909,Sree Kandamkulangara Bhagavathi Shetram,Kerala,kunnur,11.912217,75.326083,10.0,,,approved,,
910,Mavila Nagam,Kerala,kunnur,11.911650,75.340717,10.0,,,approved,,
911,Sree Pokkiyarath Bhagavathi Shetram,Kerala,kunnur,11.908767,75.328950,20.0,,,approved,,
912,Noonjinkara Sree Kurumba Bhagavathi Temple,Kerala,kunnur,11.905000,75.336900,100.0,,,approved,,
913,Noonjinkara Bhagavathi Temple,Kerala,kunnur,11.905533,75.337067,15.0,,,approved,,
914,Muchiriyan Kavu Wayanadu Kulavan Shetram,Kerala,kunnur,11.905400,75.324750,15.0,,,approved,,
915,Thekkumbadu Kulom Thazhekkavu,Kerala,kunnur,11.966683,75.297317,50.0,,,approved,,
916,Thekkumbadu Kulom Thaikkavu,Kerala,kunnur,11.970950,75.294483,8.0,,,approved,,
917,Madayi Sree Thiruvarkadu Bhagavathi Shetram,Kerala,kunnur,12.034700,75.261900,300.0,,,approved,,
918,Vengara Vettaikkorumakan Shetram,Kerala,kunnur,12.036883,75.248600,20.0,,,approved,,
919,Kizhakkarakavu Bhagavathi Shetram,Kerala,kunnur,12.049300,75.238517,17.0,,,approved,,
920,Kizhakkarakkattu Bhagavathi Shetram,Kerala,kunnur,12.049133,75.238767,12.0,,,approved,,
921,Kizhakkarakavu – Elanjithara,Kerala,kunnur,12.048267,75.243567,12.0,,,approved,,
922,Madayikavu Sivakshethram,Kerala,kunnur,12.027850,75.254067,300.0,,,approved,,
923,Vengara Nagasthanam,Kerala,kunnur,12.034233,75.249900,20.0,,,approved,,
924,Madayi Vadukundha Sivashetram,Kerala,kunnur,12.030367,75.253333,15.0,,,approved,,
925,Chalilkkavu Bhagavathi Shetram,Kerala,kunnur,12.035750,75.264167,20.0,,,approved,,
926,Tharapuram Sree Durgambika Kshethram Nagasthan,Kerala,kunnur,12.016150,75.261883,6.0,,,approved,,
927,Mharkatwadi,Maharashtra,,15.977556,73.850361,,,,approved,,
928,Lingachi Rai,Maharashtra,,15.984331,74.011169,,,,approved,,
929,Maharingan Rai,Maharashtra,,15.986967,74.013169,,,,approved,,
930,Durewadi Rai,Maharashtra,,15.999406,74.030350,,,,approved,,
931,Ogale Rai,Maharashtra,,15.987311,74.028708,,,,approved,,
932,Mulwandwadi Rai,Maharashtra,,15.985439,74.030831,,,,approved,,
933,Badyachi Rai,Maharashtra,,15.969619,74.011181,,,,approved,,
934,Phakanichi Rai,Maharashtra,,15.956508,74.005842,,,,approved,,
935,Sadachi Rai,Maharashtra,,15.955831,73.995856,,,,approved,,
936,Hiranyakeshi,Maharashtra,,15.954939,74.027250,,,,approved,,
937,Gele,Maharashtra,,15.992264,74.019722,,,,approved,,
938,Waghoba,Maharashtra,,15.858917,73.948444,,,,approved,,
939,Jharb,Maharashtra,,15.861500,73.945194,,,,approved,,
940,Baviat,Maharashtra,,15.905172,73.895917,,,,approved,,
941,Brahamanpat/Malgaon,Maharashtra,,15.877861,73.801083,,,,approved,,
942,Manjarekarwadi,Maharashtra,,15.895194,73.798167,,,,approved,,
943,Bhalawal,Maharashtra,,15.855639,73.906497,,,,approved,,
944,Choukul Rai,Maharashtra,,15.906028,74.036389,,,,approved,,
945,Akkabai,Maharashtra,,15.879750,73.927889,,,,approved,,
946,Baracha Chavhata,Maharashtra,,15.886111,73.936639,,,,approved,,
947,Siddheshvar,Maharashtra,,15.789056,73.877028,,,,approved,,
948,Mallanath,Maharashtra,,15.904861,73.977056,,,,approved,,
949,Mauli,Maharashtra,,15.845250,73.965722,,,,approved,,
950,Lingachi Rai,Maharashtra,,16.013519,74.009211,,,,approved,,
951,Sateri,Maharashtra,,15.866058,73.980542,,,,approved,,
952,Badyachi Rai,Maharashtra,,15.864072,73.970425,,,,approved,,
953,Gulduve,Maharashtra,,15.759217,73.735278,,,,approved,,
954,Karlai,Maharashtra,,15.908139,73.949639,,,,approved,,
955,Nirukhewadi,Maharashtra,,15.926417,73.837389,,,,approved,,
956,Mauli,Maharashtra,,15.861639,73.931667,,,,approved,,
957,Shree Tembkarib,Maharashtra,,15.862167,73.913000,,,,approved,,
958,Bhavai 1,Maharashtra,,15.940694,73.832056,,,,approved,,
959,Bhavai 2,Maharashtra,,15.939333,73.831456,,,,approved,,
960,Sateri/Huda Mandir,Maharashtra,,15.941806,73.832444,,,,approved,,
961,Pavnai,Maharashtra,,15.931083,73.878000,,,,approved,,
962,Bharadi Devi,Maharashtra,,15.931556,73.872806,,,,approved,,
963,Kajarekar Rai/ Bibyachi Rai,Maharashtra,,15.942667,73.872611,,,,approved,,
964,Mauli,Maharashtra,,15.789028,73.820861,,,,approved,,
965,Raicha dongar,Maharashtra,,15.875556,73.824389,,,,approved,,
966,Majgaon,Maharashtra,,15.876361,73.823667,,,,approved,,
967,Kaloba,Maharashtra,,15.785700,73.739733,,,,approved,,
968,Mauli Devi,Maharashtra,,15.871167,73.912639,,,,approved,,
969,Shambhu Mahadeo,Maharashtra,,15.876900,73.880264,,,,approved,,
970,Parpoli,Maharashtra,,15.946611,73.969500,,,,approved,,
971,Mauli,Maharashtra,,15.804778,73.820250,,,,approved,,
972,Bharsakhal Math,Maharashtra,,15.992833,73.902028,,,,approved,,
973,Sawant Rai,Maharashtra,,15.988667,73.901972,,,,approved,,
974,Badyachi Rai,Maharashtra,,15.979694,73.901528,,,,approved,,
975,Girobachi Rai,Maharashtra,,15.969694,73.902194,,,,approved,,
976,Girobachi Rai,Maharashtra,,15.969694,73.908278,,,,approved,,
977,Shreedeo Sapatnath,Maharashtra,,15.888944,73.893564,,,,approved,,
978,Sarmale,Maharashtra,,15.873997,73.899167,,,,approved,,
979,Sawarwadi-Chavata,Maharashtra,,15.984764,73.926881,,,,approved,,
980,Tamboli,Maharashtra,,15.838694,73.924556,,,,approved,,
981,Badyachi Rai,Maharashtra,,16.003750,73.983750,,,,approved,,
982,Pailadwadi/Helekar,Maharashtra,,15.989389,73.965333,,,,approved,,
983,Talekarwadi,Maharashtra,,15.984917,73.961472,,,,approved,,
984,Mundomalini,West Bengal,,23.780625,87.675839,,,,approved,,
985,Baba Dharmaraj,West Bengal,,23.700608,87.677078,,,,approved,,
986,Burobaba than 1,West Bengal,,23.616211,87.610211,,,,approved,,
987,Burobaba Than 2,West Bengal,,23.615750,87.586092,,,,approved,,
988,ShemulBuro,West Bengal,,23.615075,87.534603,,,,approved,,
989,Nabadurga (Bahiri),West Bengal,,23.649489,87.776344,,,,approved,,
990,Jatadhari Baba,West Bengal,,23.646044,87.772208,,,,approved,,
991,Baba Diner Pir,West Bengal,,23.651047,87.834197,,,,approved,,
992,Jhakraburi,West Bengal,,23.613211,87.845728,,,,approved,,
993,KhetrafalTala,West Bengal,,23.605275,87.787000,,,,approved,,
994,Kali Than,West Bengal,,23.601175,87.788500,,,,approved,,
995,Baro Thakur (Amdhara),West Bengal,,23.599953,87.785744,,,,approved,,
996,RokaiBibir Than,West Bengal,,23.570053,87.869089,,,,approved,,
997,Satbhai Kali Tola,West Bengal,,23.025339,88.849904,,,,approved,,
998,Maa Siddheswari Mandir &,West Bengal,,23.137333,88.818347,,,,approved,,
999,Hajragachhi Dharampukuria,West Bengal,,23.948133,88.820148,,,,approved,,
1000,Chhaghoria Jora Shiv Kali Mandir,West Bengal,,23.044522,88.851653,,,,approved,,
1001,Ghosh Para Shiv Tala,West Bengal,,23.008728,88.793425,,,,approved,,
1002,Teghoria Maa Kali,West Bengal,,23.184837,88.803110,,,,approved,,
1003,Mahadeb Tala,West Bengal,,23.191688,88.925072,,,,approved,,
1004,Koniara Purono Dargah,West Bengal,,23.177745,88.797628,,,,approved,,
1005,Harinathpur Baultala,West Bengal,,23.188823,88.786214,,,,approved,,
1006,Chanditala Ghat,West Bengal,,22.884634,88.777202,,,,approved,,
1007,Dakshina Kali,West Bengal,,22.852736,88.585372,,,,approved,,
1008,Koalipota Manasa o Rath Than,West Bengal,,22.851814,88.585467,,,,approved,,
1009,Kachua Dham Lokenath Baba Mandir,West Bengal,,22.668950,88.717836,,,,approved,,
1010,Kankra Kali-Anandamoyee Temple,West Bengal,,22.666822,88.717836,,,,approved,,
1011,Sahandir Dargah,West Bengal,,22.450139,88.983361,,,,approved,,
1012,Hajra Tala Devi Than,West Bengal,,22.534264,88.829750,,,,approved,,
1013,Kumarpur Thakur Than,West Bengal,,22.591139,88.877556,,,,approved,,
1014,Biswanathpur Kali Manasa Mandir,West Bengal,,22.712556,88.619278,,,,approved,,
1015,BKR Idgah Maidan,West Bengal,,22.702289,88.638333,,,,approved,,
1016,Ganghati Kabarsthan 12mt ASL,West Bengal,,22.727633,88.643783,,,,approved,,
1017,"Khejurdanga Bara Kabarsthan, 12 mt ASL",West Bengal,,22.716217,88.640600,,,,approved,,
1018,Ramnathpur Kabarsthan and Dargah,West Bengal,,22.716667,88.618733,,,,approved,,
1019,Bamunmura Sitala Mata Temple/,West Bengal,,22.709444,88.482500,,,,approved,,
1020,Bajrangbali-Maa Kali Mandir,West Bengal,,22.715694,88.482222,,,,approved,,
1021,Sri Guru Gorakshnathji Mandir Sree Sidhanath Kapilmuni Ashram,West Bengal,,22.620556,88.426667,,,,approved,,
1022,Atisarara Manik Pir's Dargah and Idgah,West Bengal,,22.899167,88.496667,,,,approved,,
1023,Atisara Baba Panchanan Tala Sacred,West Bengal,,22.896944,88.498333,,,,approved,,
1024,Shri Shri Nandadulal Temple - Saibona village ManasaThan,West Bengal,,22.745900,88.740375,,,,approved,,
1025,Dadpur Ghoshpara Radha Gobinda Than,West Bengal,,22.895833,88.517778,,,,approved,,
1026,Kachiara Dudh Tala Manik Pir Than,West Bengal,,22.895278,88.513056,,,,approved,,
1027,Kachiara Maa Kali Than,West Bengal,,22.893611,88.530556,,,,approved,,
1028,Radha Ballav Mandir -Dadpur,West Bengal,,22.895556,88.515278,,,,approved,,
1029,Dadpur Gostha Bagan,West Bengal,,22.898611,88.518611,,,,approved,,
1030,Alam Dev,Madhya Pradesh,,21.813830,78.727320,,,,approved,,
1031,Tapka Nala,Madhya Pradesh,,21.778330,78.687330,,,,approved,,
1032,Saiki Patki,Madhya Pradesh,,21.732170,78.722070,,,,approved,,
1033,Lambadev,Madhya Pradesh,,21.739000,78.741500,,,,approved,,
1034,Marutinandan,Madhya Pradesh,,21.764200,78.730330,,,,approved,,
1035,Shiv Mandir,Madhya Pradesh,,21.673170,78.434830,,,,approved,,
1036,Shivmandir chatwa,Madhya Pradesh,,21.710330,78.484000,,,,approved,,
1037,Domaji Mahraj,Madhya Pradesh,,21.609500,78.598830,,,,approved,,
1038,Dadaji Mandir,Madhya Pradesh,,21.570170,78.700830,,,,approved,,
1039,Peerbaba Ki Mazar,Madhya Pradesh,,21.529670,78.752670,,,,approved,,
1040,Peerbaba Ki Dargah,Madhya Pradesh,,21.495830,78.639830,,,,approved,,
1041,Banjari Mata,Madhya Pradesh,,21.683000,78.663170,,,,approved,,
1042,Badadev,Madhya Pradesh,,21.686170,78.645830,,,,approved,,
1043,Shankar Ji Ka Mandir,Madhya Pradesh,,21.707000,78.768330,,,,approved,,
1044,Shankarji Mandir (Chipadghondi),Madhya Pradesh,,21.695530,78.833580,,,,approved,,
1045,Badi Banjarimata,Madhya Pradesh,,21.790830,78.830580,,,,approved,,
1046,Baba Majnoon Shah,Madhya Pradesh,,21.788320,78.839280,,,,approved,,
1047,Shani Mandir,Madhya Pradesh,,22.159700,78.790070,,,,approved,,
1048,Ram Mandir,Madhya Pradesh,,22.160420,78.751330,,,,approved,,
1049,Hanuman Mandir,Madhya Pradesh,,22.015720,78.765950,,,,approved,,
1050,Durga Mandir,Madhya Pradesh,,22.181920,78.766420,,,,approved,,
1051,Baba Syced Hassan Ki Dargah,Madhya Pradesh,,22.181770,78.765730,,,,approved,,
1052,Mahulwale Dada Ka Hanuman Mandir/Siddha Baba,Madhya Pradesh,,22.170870,78.739230,,,,approved,,
1053,"Hanuman, Peerbaba",Madhya Pradesh,,22.264200,78.764300,,,,approved,,
1054,Nagdev,Madhya Pradesh,,22.285780,78.825950,,,,approved,,
1055,Dev Rani Dai Mata,Madhya Pradesh,,22.285800,78.826220,,,,approved,,
1056,Mata Dai Mandir,Madhya Pradesh,,22.293600,78.851870,,,,approved,,
1057,Junnardeo Bishala,Madhya Pradesh,,22.219570,78.581450,,,,approved,,
1058,Chota Maha Dev,Madhya Pradesh,,22.352900,78.667380,,,,approved,,
1059,Girja Mai,Madhya Pradesh,,22.298920,78.533380,,,,approved,,
1060,Machindernath,Madhya Pradesh,,22.265250,78.470900,,,,approved,,
1061,Gorakh Nath Dev,Madhya Pradesh,,22.270830,78.470800,,,,approved,,
1062,Nandagiri Shiv Mandir,Madhya Pradesh,,22.204950,78.448950,,,,approved,,
1063,Siddha Baba,Madhya Pradesh,,22.195220,78.475130,,,,approved,,
1064,Nagthani Temple,Madhya Pradesh,,22.297170,78.456500,,,,approved,,
1065,Chandi Mai,Madhya Pradesh,,22.376220,78.498780,,,,approved,,
1066,Chilla Sharief,Madhya Pradesh,,22.353730,78.637480,,,,approved,,
1067,Badi Chandi Mai,Madhya Pradesh,,22.406900,78.676480,,,,approved,,
1068,Choti Chandi Mai,Madhya Pradesh,,22.389550,78.677400,,,,approved,,
1069,Banjari Mai,Madhya Pradesh,,22.346880,78.637050,,,,approved,,
1070,Naina Devi,Madhya Pradesh,,22.346120,78.644870,,,,approved,,
1128,Kurane-Buzaewade,Maharashtra,,16.781500,74.094300,,,,approved,,
1129,Kurli,Maharashtra,,16.615400,74.392300,,,,approved,,
1130,Kusur,Maharashtra,,17.050800,73.949500,,,,approved,,
1131,Majgaon,Maharashtra,,16.669300,74.064200,,,,approved,,
1132,Majivade,Maharashtra,,16.863000,74.085600,,,,approved,,
1133,Malewadi,Maharashtra,,16.690200,74.179400,,,,approved,,
1134,Malkapur,Maharashtra,,16.404200,74.169800,,,,approved,,
1135,Malgaon,Maharashtra,,16.601300,74.079200,,,,approved,,
1136,Mangvali,Maharashtra,,16.721800,74.146500,,,,approved,,
1137,Mani,Maharashtra,,16.538400,74.194600,,,,approved,,
1138,Manoli,Maharashtra,,16.844300,74.212600,,,,approved,,
1139,Sangashi,Maharashtra,,16.580100,74.382400,,,,approved,,
1140,Manope,Maharashtra,,16.487600,74.287500,,,,approved,,
1141,Manvet,Maharashtra,,16.644800,74.231700,,,,approved,,
1142,Mhalang,Maharashtra,,16.716200,74.325400,,,,approved,,
1143,Nanibale,Maharashtra,,16.523000,74.258700,,,,approved,,
1144,Naraveli,Maharashtra,,16.637500,74.179200,,,,approved,,
1145,Nimarule,Maharashtra,,16.591300,74.312500,,,,approved,,
1146,Nivade-Tisangi,Maharashtra,,16.481900,74.245800,,,,approved,,
1147,Nivate,Maharashtra,,16.511400,74.223100,,,,approved,,
1148,Padli,Maharashtra,,16.589200,74.382600,,,,approved,,
1149,Padsali,Maharashtra,,16.672400,74.245100,,,,approved,,
1150,Pal,Maharashtra,,16.508900,74.193700,,,,approved,,
1151,Palasmbe,Maharashtra,,16.733200,74.204800,,,,approved,,
1152,Palaswadi,Maharashtra,,16.689400,74.279300,,,,approved,,
1153,Parle,Maharashtra,,16.541700,74.167200,,,,approved,,
1154,Parpoli,Maharashtra,,16.601200,74.399500,,,,approved,,
1155,Patagaon,Maharashtra,,16.719300,74.233800,,,,approved,,
1156,Pathe,Maharashtra,,16.652100,74.275900,,,,approved,,
1157,Patpanahala,Maharashtra,,16.710800,74.196400,,,,approved,,
1158,Saitwade,Maharashtra,,16.532800,74.308400,,,,approved,,
1159,Sakedi,Maharashtra,,16.617200,74.254900,,,,approved,,
1160,Salvan,Maharashtra,,16.487600,74.362100,,,,approved,,
1161,Salvan (Gangoba),Maharashtra,,16.492300,74.367900,,,,approved,,
1162,Salvan (Jyotiba,Maharashtra,,16.488900,74.369200,,,,approved,,
1163,Salvan (Narvelidevi),Maharashtra,,16.486500,74.361000,,,,approved,,
1164,Aade,Maharashtra,,17.884000,73.077000,,,,approved,,
1165,Aaghari,Maharashtra,,17.624000,73.136000,,,,approved,,
1166,Aasud,Maharashtra,,17.785000,73.136000,,,,approved,,
1167,Aatgaon,Maharashtra,,17.917000,73.077000,,,,approved,,
1168,Agarwayangani,Maharashtra,,17.631000,73.202000,,,,approved,,
1169,Bandhtivare,Maharashtra,,17.813000,73.197000,,,,approved,,
1170,Bhadavale,Maharashtra,,17.577000,73.345000,,,,approved,,
1171,Bhatghar,Maharashtra,,17.900000,73.311000,,,,approved,,
1172,Bhomadi,Maharashtra,,17.880000,73.163000,,,,approved,,
1173,Bhopan_1,Maharashtra,,17.615000,73.239000,,,,approved,,
1174,Bhopan_2,Maharashtra,,17.617000,73.244000,,,,approved,,
1175,Bondivali,Maharashtra,,17.808000,73.237000,,,,approved,,
1176,Borivali,Maharashtra,,17.648000,73.154000,,,,approved,,
1177,Brahmnwadi,Maharashtra,,17.741000,73.205000,,,,approved,,
1178,Chandikanagar,Maharashtra,,17.665000,73.149000,,,,approved,,
1179,Chandranagar,Maharashtra,,17.742000,73.156000,,,,approved,,
1180,Chinchali,Maharashtra,,17.859000,73.326000,,,,approved,,
1181,Dabhol,Maharashtra,,17.595000,73.181000,,,,approved,,
1182,Damame,Maharashtra,,17.604000,73.346000,,,,approved,,
1183,Degaon,Maharashtra,,17.644000,73.300000,,,,approved,,
1184,Dehen,Maharashtra,,17.867000,73.161000,,,,approved,,
1185,Derde,Maharashtra,,17.597000,73.218000,,,,approved,,
1186,Devake,Maharashtra,,17.682000,73.137000,,,,approved,,
1187,Dhankoli,Maharashtra,,17.849000,73.227000,,,,approved,,
1188,Douli,Maharashtra,,17.890000,73.157000,,,,approved,,
1189,Ganpatipule,Maharashtra,,17.858000,73.281000,,,,approved,,
1190,Gavhe,Maharashtra,,17.729000,73.170000,,,,approved,,
1191,Gavrai,Maharashtra,,17.661000,73.230000,,,,approved,,
1192,Gavtale,Maharashtra,,17.706000,73.287000,,,,approved,,
1193,Hatip,Maharashtra,,17.846000,73.309000,,,,approved,,
1194,Ilane,Maharashtra,,17.876000,73.103000,,,,approved,,
1195,Jalgaon,Maharashtra,,17.736000,73.199000,,,,approved,,
1196,Jamage,Maharashtra,,17.873000,73.340000,,,,approved,,
1197,Kadivali,Maharashtra,,17.870000,73.229000,,,,approved,,
1198,Kalambat,Maharashtra,,17.818000,73.145000,,,,approved,,
1199,Kalki,Maharashtra,,17.644000,73.206000,,,,approved,,
1200,Kangavai,Maharashtra,,17.895000,73.207000,,,,approved,,
1201,Karanjani,Maharashtra,,17.785000,73.250000,,,,approved,,
1202,Karde,Maharashtra,,17.755000,73.140000,,,,approved,,
1203,Kavdoli,Maharashtra,,17.920000,73.109000,,,,approved,,
1204,kelil,Maharashtra,,17.634000,73.241000,,,,approved,,
1205,Kharavate,Maharashtra,,17.903000,73.150000,,,,approved,,
1206,Kherdi,Maharashtra,,17.790000,73.225000,,,,approved,,
1207,Kondhe,Maharashtra,,17.670000,73.317000,,,,approved,,
1208,Kongale,Maharashtra,,17.809000,73.225000,,,,approved,,
1209,Kudavale,Maharashtra,,17.861000,73.244000,,,,approved,,
1210,Kumbhave,Maharashtra,,17.750000,73.258000,,,,approved,,
1211,Ladghar,Maharashtra,,17.719000,73.136000,,,,approved,,
1212,Lonvadi,Maharashtra,,17.871000,73.107000,,,,approved,,
1213,Mahamainagar,Maharashtra,,17.662000,73.131000,,,,approved,,
1214,Male,Maharashtra,,17.650000,73.180000,,,,approved,,
1215,Male_1,Maharashtra,,17.650000,73.182000,,,,approved,,
1216,Malvi,Maharashtra,,17.890000,73.098000,,,,approved,,
1217,Mandivali,Maharashtra,,17.937000,73.120000,,,,approved,,
1218,Mathegujar,Maharashtra,,17.661000,73.214000,,,,approved,,
1219,Matwan,Maharashtra,,17.834000,73.269000,,,,approved,,
1220,Mugij,Maharashtra,,17.894000,73.304000,,,,approved,,
1221,Murdi,Maharashtra,,17.848000,73.108000,,,,approved,,
1222,Murud,Maharashtra,,17.777000,73.122000,,,,approved,,
1223,Nanate,Maharashtra,,17.673000,73.197000,,,,approved,,
1224,Navashi,Maharashtra,,17.764000,73.260000,,,,approved,,
1225,Olgaon,Maharashtra,,17.690000,73.184000,,,,approved,,
1226,Onnavase,Maharashtra,,17.598000,73.224000,,,,approved,,
1227,Pachavali,Maharashtra,,17.802000,73.284000,,,,approved,,
1228,Palgad,Maharashtra,,17.785000,73.336000,,,,approved,,
1229,Panderi,Maharashtra,,17.590000,73.251000,,,,approved,,
1230,Panhalekaji,Maharashtra,,17.644000,73.240000,,,,approved,,
1231,Phanasu,Maharashtra,,17.654000,73.279000,,,,approved,,
1232,Pichdoli,Maharashtra,,17.969000,73.273000,,,,approved,,
1233,Ravtoli,Maharashtra,,17.922000,73.104000,,,,approved,,
1234,Revali,Maharashtra,,17.851000,73.191000,,,,approved,,
1235,Rovale,Maharashtra,,17.908000,73.094000,,,,approved,,
1236,Sadavali,Maharashtra,,17.709000,73.222000,,,,approved,,
1237,Sakhloli,Maharashtra,,17.734000,73.256000,,,,approved,,
1238,Saldure,Maharashtra,,17.791000,73.112000,,,,approved,,
1239,Sarang,Maharashtra,,17.814000,73.163000,,,,approved,,
